date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:31:51	35221/35221	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavy/lato-heavy.eot?	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavy/lato-heavyd41d.eot	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:31:51	30392/30392	---M--	200	added ('OK')	font/woff2	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavy/lato-heavy.woff2	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavy/lato-heavy.woff2	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:31:52	38420/38420	---M--	200	added ('OK')	font/woff	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavy/lato-heavy.woff	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavy/lato-heavy.woff	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:31:52	76588/76588	---M--	200	added ('OK')	font/ttf	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavy/lato-heavy.ttf	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavy/lato-heavy.ttf	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:31:53	207022/207022	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavy/lato-heavy.svg	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavy/lato-heavy.svg	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:31:53	37537/37537	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavyitalic/lato-heavyitalic.eot	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavyitalic/lato-heavyitalic.eot	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:31:53	37537/37537	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavyitalic/lato-heavyitalic.eot?	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavyitalic/lato-heavyitalicd41d.eot	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:31:54	32572/32572	---M--	200	added ('OK')	font/woff2	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavyitalic/lato-heavyitalic.woff2	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavyitalic/lato-heavyitalic.woff2	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:31:54	40884/40884	---M--	200	added ('OK')	font/woff	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavyitalic/lato-heavyitalic.woff	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavyitalic/lato-heavyitalic.woff	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:31:55	80836/80836	---M--	200	added ('OK')	font/ttf	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavyitalic/lato-heavyitalic.ttf	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavyitalic/lato-heavyitalic.ttf	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:31:55	211404/211404	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavyitalic/lato-heavyitalic.svg	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-heavyitalic/lato-heavyitalic.svg	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:31:56	35339/35339	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bold/lato-bold.eot	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bold/lato-bold.eot	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:31:56	35339/35339	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bold/lato-bold.eot?	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bold/lato-boldd41d.eot	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:31:56	30456/30456	---M--	200	added ('OK')	font/woff2	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bold/lato-bold.woff2	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bold/lato-bold.woff2	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:31:58	38452/38452	---M--	200	added ('OK')	font/woff	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bold/lato-bold.woff	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bold/lato-bold.woff	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:31:59	76416/76416	---M--	200	added ('OK')	font/ttf	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bold/lato-bold.ttf	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bold/lato-bold.ttf	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:31:59	206651/206651	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bold/lato-bold.svg	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bold/lato-bold.svg	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:00	38046/38046	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bolditalic/lato-bolditalic.eot	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bolditalic/lato-bolditalic.eot	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:00	38046/38046	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bolditalic/lato-bolditalic.eot?	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bolditalic/lato-bolditalicd41d.eot	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:01	32900/32900	---M--	200	added ('OK')	font/woff2	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bolditalic/lato-bolditalic.woff2	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bolditalic/lato-bolditalic.woff2	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:01	41164/41164	---M--	200	added ('OK')	font/woff	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bolditalic/lato-bolditalic.woff	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bolditalic/lato-bolditalic.woff	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:01	81688/81688	---M--	200	added ('OK')	font/ttf	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bolditalic/lato-bolditalic.ttf	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bolditalic/lato-bolditalic.ttf	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:03	211041/211041	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bolditalic/lato-bolditalic.svg	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-bolditalic/lato-bolditalic.svg	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:03	35382/35382	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibold/lato-semibold.eot	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibold/lato-semibold.eot	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:04	35382/35382	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibold/lato-semibold.eot?	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibold/lato-semiboldd41d.eot	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:04	30516/30516	---M--	200	added ('OK')	font/woff2	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibold/lato-semibold.woff2	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibold/lato-semibold.woff2	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:05	38544/38544	---M--	200	added ('OK')	font/woff	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibold/lato-semibold.woff	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibold/lato-semibold.woff	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:05	76624/76624	---M--	200	added ('OK')	font/ttf	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibold/lato-semibold.ttf	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibold/lato-semibold.ttf	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:06	206590/206590	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibold/lato-semibold.svg	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibold/lato-semibold.svg	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:06	38107/38107	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibolditalic/lato-semibolditalic.eot	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibolditalic/lato-semibolditalic.eot	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:06	38107/38107	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibolditalic/lato-semibolditalic.eot?	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibolditalic/lato-semibolditalicd41d.eot	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:07	33044/33044	---M--	200	added ('OK')	font/woff2	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibolditalic/lato-semibolditalic.woff2	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibolditalic/lato-semibolditalic.woff2	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:08	41232/41232	---M--	200	added ('OK')	font/woff	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibolditalic/lato-semibolditalic.woff	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibolditalic/lato-semibolditalic.woff	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:08	82360/82360	---M--	200	added ('OK')	font/ttf	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibolditalic/lato-semibolditalic.ttf	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibolditalic/lato-semibolditalic.ttf	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:10	35136/35136	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-medium/lato-medium.eot	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-medium/lato-medium.eot	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:10	35136/35136	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-medium/lato-medium.eot?	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-medium/lato-mediumd41d.eot	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:10	211463/211463	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibolditalic/lato-semibolditalic.svg	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-semibolditalic/lato-semibolditalic.svg	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:11	30428/30428	---M--	200	added ('OK')	font/woff2	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-medium/lato-medium.woff2	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-medium/lato-medium.woff2	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:11	38248/38248	---M--	200	added ('OK')	font/woff	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-medium/lato-medium.woff	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-medium/lato-medium.woff	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:11	76676/76676	---M--	200	added ('OK')	font/ttf	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-medium/lato-medium.ttf	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-medium/lato-medium.ttf	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:12	37857/37857	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-mediumitalic/lato-mediumitalic.eot	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-mediumitalic/lato-mediumitalic.eot	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:13	206208/206208	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-medium/lato-medium.svg	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-medium/lato-medium.svg	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:13	37857/37857	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-mediumitalic/lato-mediumitalic.eot?	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-mediumitalic/lato-mediumitalicd41d.eot	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:13	32696/32696	---M--	200	added ('OK')	font/woff2	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-mediumitalic/lato-mediumitalic.woff2	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-mediumitalic/lato-mediumitalic.woff2	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:13	40980/40980	---M--	200	added ('OK')	font/woff	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-mediumitalic/lato-mediumitalic.woff	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-mediumitalic/lato-mediumitalic.woff	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:14	81788/81788	---M--	200	added ('OK')	font/ttf	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-mediumitalic/lato-mediumitalic.ttf	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-mediumitalic/lato-mediumitalic.ttf	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:14	211371/211371	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-mediumitalic/lato-mediumitalic.svg	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-mediumitalic/lato-mediumitalic.svg	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:15	35023/35023	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-regular/lato-regular.eot	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-regular/lato-regular.eot	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:15	35023/35023	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-regular/lato-regular.eot?	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-regular/lato-regulard41d.eot	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:15	30304/30304	---M--	200	added ('OK')	font/woff2	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-regular/lato-regular.woff2	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-regular/lato-regular.woff2	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:16	38244/38244	---M--	200	added ('OK')	font/woff	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-regular/lato-regular.woff	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-regular/lato-regular.woff	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:16	76384/76384	---M--	200	added ('OK')	font/ttf	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-regular/lato-regular.ttf	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-regular/lato-regular.ttf	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:17	37887/37887	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-italic/lato-italic.eot	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-italic/lato-italic.eot	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:17	206097/206097	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-regular/lato-regular.svg	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-regular/lato-regular.svg	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:17	37887/37887	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-italic/lato-italic.eot?	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-italic/lato-italicd41d.eot	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:18	32784/32784	---M--	200	added ('OK')	font/woff2	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-italic/lato-italic.woff2	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-italic/lato-italic.woff2	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:18	41060/41060	---M--	200	added ('OK')	font/woff	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-italic/lato-italic.woff	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-italic/lato-italic.woff	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:19	82448/82448	---M--	200	added ('OK')	font/ttf	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-italic/lato-italic.ttf	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-italic/lato-italic.ttf	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
08:32:19	210959/210959	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2014%20Aug%202017%2002:52:18%20GMT	https://sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-italic/lato-italic.svg	D:/SKRIPSI/UI/Login%20SSO/Login%20SSO/sso.unej.ac.id/cas/webjars/lato/0.3.0/font/lato-italic/lato-italic.svg	(from https://sso.unej.ac.id/cas/webjars/lato/0.3.0/css/lato.min.css)
